"name","mz","rt","MS2.spectrum.name","Candidate.number","Level","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database"
"M76T529",76.04735926,529.3010864,"mz76.047485351563rt472.10325",1,2,"Glycine","56-40-6","HMDB00123","C00037","shen_283_HMDB00123","(M+H)+","20.39236","0.7170006","NA","NA","Unknown_1","0.6618908","0.682557","hmdbDatabase0.0.1"
"M76T407",76.04729733,407.3554535,"mz76.047500610352rt349.0212",1,2,"Glycine","56-40-6","HMDB00123","C00037","shen_283_HMDB00123","(M+H)+","20.4305","0.7161079","NA","NA","Unknown_1","0.5105043","0.5876056","hmdbDatabase0.0.1"
"M77T413",77.03849657,412.6973877,"mz77.038650512695rt399.258582",1,2,"Phenol","108-95-2","HMDB00228","NA","S0142","(M+H-H2O)+","0.2012817","0.9999676","NA","NA","40","0.7088538","0.8180215","nistDatabase0.0.1"
"M79T136",79.02114684,136.1409149,"mz79.021301269531rt124.93482",1,2,"Dimethyl sulfoxide","NA","NA","NA","MONA_14821","(M+H)+","0.1636438","0.9999786","NA","NA","HCD (NCE 20-30-40%)","0.7557001","0.8473045","monaDatabase0.0.1"
"M81T682",81.0697897,682.2860107,"mz81.070006706662rt697.46472",1,2,"4-Methylvaleric acid","646-07-1","NA","NA","MONA_18409","(M+H-2H2O)+","0.4427067","0.9998432","NA","NA","10","0.4466239","0.6540811","monaDatabase0.0.1"
"M81T410",81.0697019,409.7983704,"mz81.069953918457rt402.69708",1,2,"4-Methylvaleric acid","646-07-1","NA","NA","MONA_18409","(M+H-2H2O)+","0.3107361","0.9999228","NA","NA","10","0.40149","0.6259023","monaDatabase0.0.1"
"M81T843",81.06966146,842.9042358,"mz81.069966736128rt796.7178",1,2,"4-Methylvaleric acid","646-07-1","NA","NA","MONA_18409","(M+H-2H2O)+","0.3427803","0.999906","NA","NA","10","0.4456858","0.6535184","monaDatabase0.0.1"
"M81T491",81.06983103,490.5947876,"mz81.070013016174rt485.129502",1,2,"4-Methylvaleric acid","646-07-1","NA","NA","MONA_18409","(M+H-2H2O)+","0.4584804","0.9998319","NA","NA","10","0.4425213","0.6515128","monaDatabase0.0.1"
"M83T95",83.04887563,94.87055588,"mz83.04923248291rt102.87381",1,2,"Senecioic acid","541-47-9","HMDB00509","NA","n00062","(M+H-H2O)+","0.2562073","0.9999475","NA","NA","20","0.5541865","0.7213469","nistDatabase0.0.1"
"M83T383",83.0491481,382.5300293,"mz83.049224853516rt369.294816",1,2,"Senecioic acid","541-47-9","HMDB00509","NA","n00062","(M+H-H2O)+","0.2371338","0.999955","NA","NA","35","0.6247033","0.7654227","nistDatabase0.0.1"
"M85T327",85.02830364,327.3501282,"mz85.028537938851rt315.811416",1,2,"3-Butynoic acid","2345-51-9","NA","NA","S0373","(M+H)+","0.2698471","0.9999417","NA","NA","10","0.534233","0.7088738","nistDatabase0.0.1"
"M85T220",85.0284907,220.0605469,"mz85.028524713269rt182.430852",1,2,"3-Butynoic acid","2345-51-9","NA","NA","S0373","(M+H)+","0.2367832","0.9999551","NA","NA","10","0.5454262","0.7158745","nistDatabase0.0.1"
"M85T611",85.02780602,610.5713501,"mz85.028526306152rt555.044916",1,2,"3-Butynoic acid","2345-51-9","NA","NA","S0373","(M+H)+","0.2407654","0.9999536","NA","NA","10","0.5313387","0.7070693","nistDatabase0.0.1"
"M87T680",87.04394346,679.598999,"mz87.044168946365rt666.91248",1,2,"Diacetyl","431-03-8","HMDB03407","NA","L0440","(M+H)+","0.2223659","0.9999604","NA","NA","10","0.6958112","0.8098671","nistDatabase0.0.1"
"M87T264",87.04407521,263.7915955,"mz87.04418182373rt286.360776",1,2,"Diacetyl","431-03-8","HMDB03407","NA","L0440","(M+H)+","0.2545593","0.9999482","NA","NA","10","0.6734814","0.7959064","nistDatabase0.0.1"
"M92T357",92.04958735,357.2952576,"mz92.0496108249rt347.360562",1,2,"2-Aminophenol","95-55-6","NA","NA","NO07276","(M+H-H2O)+","0.2770622","0.9999386","NA","NA","20","0.619315","0.7620488","orbitrapDatabase0.0.1"
"M95T118",95.04895818,117.8442459,"mz95.049285888672rt131.963838",1,2,"Phenol","108-95-2","NA","D01960","MONA_18506","(M+H)+","0.3026917","0.9999267","NA","NA","10","0.6679573","0.7924458","monaDatabase0.0.1"
"M95T208",95.0489103,208.4910965,"mz95.049263000488rt163.32108",1,2,"Phenol","108-95-2","NA","D01960","MONA_18506","(M+H)+","0.2454712","0.9999518","NA","NA","10","0.517235","0.6982538","monaDatabase0.0.1"
"M97T498",97.06470403,498.0626678,"mz97.064924350345rt513.852006",1,2,"2,5-Hexanedione","110-13-4","NA","NA","NO07321","(M+H-H2O)+","0.3108759","0.9999227","NA","NA","15","0.7377033","0.8360356","orbitrapDatabase0.0.1"
"M100T143",100.0754189,143.2137451,"mz100.075790405273rt179.381964",1,2,"Betaine; CE40; KWIUHFFTVRNATP-UHFFFAOYSA-N","NA","NA","NA","MONA_19078","(M+H-H2O)+","0.2795332","0.9999375","NA","NA","40","0.5114967","0.694662","monaDatabase0.0.1"
"M100T335",100.0755412,334.9260559,"mz100.075601316209rt315.634488",1,2,"N-Methyl-2-pyrrolidone","872-50-4","NA","NA","MassBank_844","(M+H)+","0.2717095","0.9999409","NA","NA","35  (nominal)","0.7024509","0.8140097","massbankDatabase0.0.1"
"M100T567",100.0756829,567.4318237,"mz100.075775146484rt528.781518",1,2,"N-Methyl-2-pyrrolidone","872-50-4","NA","NA","MassBank_844","(M+H)+","0.1628662","0.9999788","NA","NA","35  (nominal)","0.6771443","0.7982072","massbankDatabase0.0.1"
"M101T347",101.0597897,347.3439941,"mz101.059867188192rt303.997674",1,2,"Senecioic acid","541-47-9","HMDB00509","NA","n00062","(M+H)+","0.3429705","0.9999059","NA","NA","20","0.750826","0.844231","nistDatabase0.0.1"
"M101T108",101.0234451,108.0855637,"mz101.023452758789rt151.114956",1,2,"Succinic acid","110-15-6","HMDB00254","C00042","M0025","(M+H-H2O)+","0.381897","0.9998833","NA","NA","30","0.5869151","0.7417782","metlinDatabase0.0.1"
"M102T121",102.0549666,121.3930664,"mz102.055068969727rt118.578336",1,2,"L-.alpha.-Amino-.gamma.-butyrolactone","2185-02-6","NA","NA","NO07224","(M+H)+","0.1724243","0.9999762","NA","NA","5","0.5215249","0.7009441","orbitrapDatabase0.0.1"
"M102T798",102.1275233,797.9725342,"mz102.127688328072rt829.52094",1,2,"Hexylamine","111-26-2","HMDB32323","C08306","shen_4957_HMDB32323","(M+H)+","0.1528923","0.9999813","NA","NA","Unknown_11","0.6556059","0.7847467","hmdbDatabase0.0.1"
"M102T684",102.127525,684.3977661,"mz102.127684469769rt737.35812",1,2,"Hexylamine","111-26-2","HMDB32323","C08306","shen_4957_HMDB32323","(M+H)+","0.1625381","0.9999789","NA","NA","Unknown_11","0.6419655","0.7762205","hmdbDatabase0.0.1"
"M102T944",102.1275168,943.9081421,"mz102.127696125134rt895.07058",1,2,"Hexylamine","111-26-2","HMDB32323","C08306","shen_4957_HMDB32323","(M+H)+","0.1333997","0.9999858","NA","NA","Unknown_11","0.6539644","0.7837224","hmdbDatabase0.0.1"
"M103T529",103.0540167,528.9650879,"mz103.054374694824rt525.073032",1,2,"Phenylacetaldehyde","122-78-1","HMDB06236","C00601","NO07389","(M+H-H2O)+","0.4367371","0.9998474","NA","NA","10","0.5763345","0.7351518","orbitrapDatabase0.0.1"
"M104T788",104.0703463,788.4831238,"mz104.070579528809rt789.804",1,2,"N-Methylalanine","3913-67-5","NA","NA","MassBank_15137","(M+H)+","0.126178","0.9999873","NA","NA","10","0.5854921","0.7409278","massbankDatabase0.0.1"
"M105T412",105.0333026,411.653595,"mz105.03333418953rt393.46656",1,2,"4-Hydroxybenzaldehyde","123-08-0","HMDB11718","C00633","NO07401","(M+H-H2O)+","0.4145262","0.9998625","NA","NA","15","0.4327248","0.6454014","orbitrapDatabase0.0.1"
"M106T100",106.0496087,100.4075813,"mz106.049811462899rt116.509074",1,2,"Serine","NA","NA","NA","MONA_15258","(M+H)+","0.2040528","0.9999667","NA","NA","HCD (NCE 20-30-40%)","0.7375859","0.8359787","monaDatabase0.0.1"
"M109T367",109.0628564,367.1567688,"mz109.064640582713rt394.869516",1,2,"m-Cresol","108-39-4","HMDB02048","C01467","NO07271","(M+H)+","0.3985432","0.9998729","NA","NA","10","0.6687729","0.7929354","orbitrapDatabase0.0.1"
"M109T698",109.0648387,697.7178955,"mz109.064950041095rt676.9146",1,2,"Benzyl alcohol","100-51-6","HMDB03119","C00556","shen_2698_HMDB03119","(M+H)+","0.3379077","0.9999087","NA","NA","Unknown_1","0.7013573","0.8133141","hmdbDatabase0.0.1"
"M110T125",110.0598709,124.7279205,"mz110.060233072378rt103.416696",1,2,"4-Aminophenol","123-30-8","HMDB01169","C02372","shen_1732_HMDB01169","(M+H)+","0.4230534","0.9998568","NA","NA","Unknown_1","0.7505642","0.8440489","hmdbDatabase0.0.1"
"M110T412",110.0598501,411.8955078,"mz110.060183893242rt366.116694",1,2,"4-Aminophenol","51-78-5","NA","NA","MassBank_559","(M+H)+","0.3097331","0.9999233","NA","NA","35  (nominal)","0.7283769","0.8302068","massbankDatabase0.0.1"
"M110T221",110.0598216,220.801239,"mz110.05997998779rt246.866394",1,2,"2-Aminophenol","95-55-6","NA","C01987","MONA_11027","(M+H)+","0.2096405","0.9999648","NA","NA","35  (nominal)","0.7459249","0.8411899","monaDatabase0.0.1"
"M111T532",111.0801857,532.4080811,"mz111.080419974788rt507.513582",1,2,".gamma.-Heptalactone","105-21-5","NA","NA","NO07461","(M+H-H2O)+","0.04993697","0.999998","NA","NA","15","0.4461347","0.6538334","orbitrapDatabase0.0.1"
"M111T900",111.0550896,899.5566101,"mz111.055323697836rt926.25858",1,2,"1-Acetylimidazole","NA","NA","NA","MONA_14521","(M+H)+","0.02721459","0.9999994","NA","NA","HCD (NCE 20-30-40%)","0.6968681","0.8105423","monaDatabase0.0.1"
"M111T108",111.043873,108.3349495,"mz111.044219970703rt122.737962",1,2,"Catechol","120-80-9","NA","C00090","MONA_8979","(M+H)+","0.3513468","0.9999012","NA","NA","20","0.5052432","0.6907399","monaDatabase0.0.1"
"M111T304",111.0441871,304.3230286,"mz111.044197938845rt319.125024",1,2,"1,3-Benzenediol","108-46-3","HMDB32037","NA","n00124","(M+H)+","0.2948471","0.9999305","NA","NA","20","0.6851774","0.8032098","nistDatabase0.0.1"
"M111T220",111.0568211,220.2379913,"mz111.055323527397rt178.399152",1,2,"1-Acetylimidazole","NA","NA","NA","MONA_14521","(M+H)+","0.02678849","0.9999994","NA","NA","HCD (NCE 20-30-40%)","0.6793135","0.7995707","monaDatabase0.0.1"
"M112T112",112.0504188,111.5570641,"mz112.050704956055rt136.396074",1,2,"Cytosine","NA","NA","NA","MONA_14807","(M+H)+","0.3579401","0.9998975","NA","NA","HCD (NCE 20-30-40%)","0.7118948","0.8198958","monaDatabase0.0.1"
"M112T209",112.0504182,208.6250458,"mz112.050750732422rt195.751872",1,2,"Cytosine","71-30-7","HMDB00630","NA","S0041","(M+H)+","0.4768311","0.9998181","NA","NA","10","0.6008044","0.7504345","nistDatabase0.0.1"
"M112T315",112.0503701,315.0178223,"mz112.050704956055rt303.514686",1,2,"Cytosine","71-30-7","HMDB00630","NA","S0041","(M+H)+","0.3623901","0.9998949","NA","NA","15","0.7876665","0.8672522","nistDatabase0.0.1"
"M112T398",112.0506295,398.2395325,"mz112.050689697266rt429.195726",1,2,"Cytosine","71-30-7","HMDB00630","NA","S0041","(M+H)+","0.3242432","0.9999159","NA","NA","15","0.7489782","0.8430798","nistDatabase0.0.1"
"M113T119",113.0343699,118.5393066,"mz113.034706115723rt116.25132",1,2,"URACIL","NA","NA","NA","MONA_18148","(M+H)+","0.3218693","0.9999171","NA","NA","10","0.7507428","0.8441832","monaDatabase0.0.1"
"M113T394",113.0595015,394.0995331,"mz113.059852600098rt371.01183",1,2,"Mevalonic acid","150-97-0","HMDB00227","NA","S0218","(M+H-2H2O)+","0.4815002","0.9998145","NA","NA","25","0.43341","0.6458117","nistDatabase0.0.1"
"M114T108",114.054837,107.9514656,"mz114.055191040039rt152.328192",1,2,"5-Aminolevulinic acid","106-60-5","HMDB01149","C00430","NO07497","(M+H-H2O)+","0.7276001","0.9995766","NA","NA","10","0.5950514","0.7467484","orbitrapDatabase0.0.1"
"M115T117",115.0501552,116.8478394,"mz115.050308227539rt124.2597",1,2,"Dihydrouracil","504-07-4","HMDB00076","C00429","NO07314","(M+H)+","0.2705688","0.9999414","NA","NA","10","0.6291618","0.7682041","orbitrapDatabase0.0.1"
"M116T196",116.0703561,195.8654633,"mz116.070762635776rt170.995728",1,2,"Proline","NA","NA","NA","MassBank_16165","(M+H)+","0.3315894","0.999912","NA","NA","35.0","0.5655731","0.7284502","massbankDatabase0.0.1"
"M116T108",116.0702862,108.0001678,"mz116.070724487305rt132.809592",1,2,"Proline","NA","NA","NA","MassBank_16165","(M+H)+","0.2362183","0.9999554","NA","NA","35.0","0.575579","0.7347202","massbankDatabase0.0.1"
"M118T416",118.0648363,416.1501465,"mz118.065154493252rt420.634458",1,2,"Indole","120-72-9","HMDB00738","C00463","shen_1287_HMDB00738","(M+H)+","0.01316063","0.9999999","NA","NA","Unknown_1","0.6499257","0.7812035","hmdbDatabase0.0.1"
"M118T285",118.0650011,284.7509308,"mz118.065248279103rt330.84456",1,2,"Indole","120-72-9","HMDB00738","NA","S0044","(M+H)+","0.2456978","0.9999517","NA","NA","15","0.7283483","0.8301996","nistDatabase0.0.1"
"M119T110",119.0492551,110.3481522,"mz119.049308115223rt131.427444",1,2,"Phenylacetic acid","103-82-2","HMDB00209","C07086","M0055","(M+H-H2O)+","0.5202881","0.9997835","NA","NA","30","0.5974275","0.748311","metlinDatabase0.0.1"
"M120T367",120.0805049,366.8469849,"mz120.080993652344rt322.036038",1,2,"2-Amino-1-phenylethanol","7568-93-6","HMDB01065","C02735","NO07603","(M+H-H2O)+","0.4841309","0.9998125","NA","NA","20","0.6941083","0.8087474","orbitrapDatabase0.0.1"
"M121T114",121.039671,113.8089714,"mz121.039779663086rt139.578948",1,2,"cis-Urocanic acid; CE20; LOIYMIARKYCTBW-OWOJBTEDSA-N","NA","NA","NA","MONA_19104","(M+H-H2O)+","0.3805777","0.9998841","NA","NA","20","0.7248763","0.8280042","monaDatabase0.0.1"
"M123T229",123.0549951,229.1776962,"mz123.055452215376rt207.660258",1,2,"Niacinamide","98-92-0","HMDB01406","C00153","shen_1900_HMDB01406","(M+H)+","0.3484784","0.9999029","NA","NA","Unknown_1","0.7398646","0.837379","hmdbDatabase0.0.1"
"M123T315",123.0439264,315.3618774,"mz123.044177600833rt355.872186",1,2,"Benzoic acid","NA","NA","NA","MONA_14728","(M+H)+","0.2454221","0.9999518","NA","NA","HCD (NCE 20-30-40%)","0.7532464","0.8457609","monaDatabase0.0.1"
"M125T1022",125.0389406,1021.713257,"mz125.039039611816rt998.27826",1,2,"Pyrazine-2-carboxylic acid","98-97-5","HMDB59734","NA","NO07411","(M+H)+","11.09903","0.9061497","NA","NA","10","0.474756","0.6365286","orbitrapDatabase0.0.1"
"M125T537",125.0959241,537.0435486,"mz125.096286581698rt584.754054",1,2,".gamma.-Octalactone","104-50-7","NA","NA","NO07688","(M+H-H2O)+","0.4664542","0.999826","NA","NA","10","0.4085086","0.6302526","orbitrapDatabase0.0.1"
"M127T219",127.0388181,219.2165527,"mz127.03914642334rt212.481864",1,2,"Maltol","118-71-8","HMDB30776","C11918","NO07430","(M+H)+","0.3660583","0.9998928","NA","NA","20","0.7213864","0.8258263","orbitrapDatabase0.0.1"
"M129T455",129.0660301,454.7709656,"mz129.065780639648rt415.954512",1,2,"3-Methylpyrazole","1453-58-3","NA","NA","MONA_11041","(M+HCOO+2H)+","0.2938809","0.9999309","NA","NA","35  (nominal)","0.6637168","0.7897971","monaDatabase0.0.1"
"M129T267",129.0545492,266.9648743,"mz129.054824829102rt264.806274",1,2,"3-Methylglutaric acid","626-51-7","HMDB00752","NA","S0170","(M+H-H2O)+","0.5370728","0.9997693","NA","NA","10","0.6022727","0.7513339","nistDatabase0.0.1"
"M129T564",129.0658888,563.7966003,"mz129.065902709961rt591.707172",1,2,"3-Methylpyrazole","1453-58-3","NA","NA","MassBank_436","(M+HCOO+2H)+","0.006774902","1","NA","NA","35  (nominal)","0.6585495","0.7865934","massbankDatabase0.0.1"
"M130T519",130.0651789,519.4612122,"mz130.065277099609rt568.069542",1,2,"Quinoline","91-22-5","HMDB33731","C06413","shen_5073_HMDB33731","(M+H)+","0.3196765","0.9999182","NA","NA","Unknown_6","0.7412009","0.8382199","hmdbDatabase0.0.1"
"M130T423",130.0651163,423.390625,"mz130.065033957922rt438.773466",1,2,"Quinoline","91-22-5","HMDB33731","C06413","shen_5074_HMDB33731","(M+H)+","0.2881777","0.9999336","NA","NA","Unknown_6","0.588805","0.7429782","hmdbDatabase0.0.1"
"M134T361",134.0599442,360.6046753,"mz134.059872356402rt365.847864",1,2,"Oxindole","59-48-3","NA","C12312","M0506","(M+H)+","0.569109","0.9997409","NA","NA","20","0.746103","0.8412172","metlinDatabase0.0.1"
"M135T497",135.080547,496.8229065,"mz135.080266753105rt537.485334",1,2,"3,4-Dimethylbenzaldehyde","5973-71-7","NA","NA","NO07556","(M+H)+","0.5831172","0.999728","NA","NA","5","0.5366303","0.7102919","orbitrapDatabase0.0.1"
"M135T621",135.1166249,621.3121033,"mz135.116723747747rt626.43354",1,2,"Perillyl alcohol","536-59-4","HMDB03634","C02452","M1550","(M+H-H2O)+","0.1906306","0.9999709","NA","NA","20","0.6100541","0.7562729","metlinDatabase0.0.1"
"M135T773",135.1166323,772.8669434,"mz135.11690868307rt793.26738",1,2,"Perillyl alcohol","536-59-4","HMDB03634","C02452","M1550","(M+H-H2O)+","0.2717077","0.9999409","NA","NA","20","0.6381629","0.7738297","metlinDatabase0.0.1"
"M136T882",136.0481805,882.1843567,"mz136.047988891602rt902.61702",1,2,"4-Hydroxybenzotriazole","26725-51-9","NA","NA","MONA_915","(M+H)+","6.432221","0.967443","NA","NA","15 (nominal)","0.6454882","0.7662212","monaDatabase0.0.1"
"M137T490",137.0598309,489.5762939,"mz137.059540405934rt436.054134",1,2,"2-Hydroxyacetophenone","NA","NA","NA","MONA_14559","(M+H)+","0.4727252","0.9998212","NA","NA","HCD (NCE 20-30-40%)","0.5721707","0.7325396","monaDatabase0.0.1"
"M137T307",137.0596266,307.3614655,"mz137.05989074707rt282.85179",1,2,"2-Hydroxyacetophenone","NA","NA","NA","MONA_14559","(M+H)+","0.4031277","0.99987","NA","NA","HCD (NCE 20-30-40%)","0.6660817","0.7912523","monaDatabase0.0.1"
"M138T133",138.0550356,132.9844513,"mz138.054983804575rt95.145414",1,2,"N-methylnicotinate","NA","NA","NA","MassBank_15906","(M+H)+","0.04048856","0.9999987","NA","NA","50 % (nominal)","0.7802897","0.8626806","massbankDatabase0.0.1"
"M138T695",138.0550305,695.1313477,"mz138.05479452754rt719.41596",1,2,"3-Acetoxypyridine","17747-43-2","NA","NA","NO07604","(M+H)+","0.5136811","0.9997889","NA","NA","5","0.6351042","0.771861","orbitrapDatabase0.0.1"
"M138T502",138.0913229,501.6705475,"mz138.091292409616rt480.690276",1,2,"1-Amino-2-ethoxybenzene","94-70-2","NA","NA","NO07593","(M+H)+","0.268976","0.9999421","NA","NA","5","0.5750303","0.7343722","orbitrapDatabase0.0.1"
"M139T718",139.148113,718.4315491,"mz139.148239135742rt738.537",1,2,"cis-4-Decenol","57074-37-0","HMDB32206","NA","n00444","(M+H-H2O)+","0.3228394","0.9999166","NA","NA","20","0.6486669","0.7803855","nistDatabase0.0.1"
"M141T745",141.0181722,744.8368835,"mz141.018064066887rt740.08218",1,2,"L-Ascorbic acid","50-81-7","HMDB00044","C00072","M0263","(M+H-2H2O)+","0.3398328","0.9999076","NA","NA","20","0.6384611","0.7740035","metlinDatabase0.0.1"
"M143T588",143.1065486,587.8831787,"mz143.106553286867rt528.166812",1,2,".gamma.-Octalactone","104-50-7","NA","NA","NO07688","(M+H)+","0.3667828","0.9998924","NA","NA","25","0.4911875","0.6819518","orbitrapDatabase0.0.1"
"M144T256",144.0655272,255.7499466,"mz144.065460205078rt215.596998",1,2,"DL-2-Aminoadipic acid","542-32-5","HMDB00510","NA","L0090","(M+H-H2O)+","0.1244873","0.9999876","NA","NA","25","0.6322915","0.7701775","nistDatabase0.0.1"
"M145T129",145.0495108,129.3665161,"mz145.049520104488rt169.18257",1,2,"trans-2-Butene-1,4-dicarboxylic acid","4436-74-2","NA","NA","NO07704","(M+H)+","0.1997388","0.9999681","NA","NA","10","0.6006641","0.7504031","orbitrapDatabase0.0.1"
"M145T132",145.1335825,131.5908966,"mz145.133635483823rt127.845696",1,2,"N-Acetylcadaverine","32343-73-0","HMDB02284","NA","S0249","(M+H)+","0.1887096","0.9999715","NA","NA","25","0.7106034","0.8191164","nistDatabase0.0.1"
"M146T369",146.0632271,369.2191467,"mz146.059935115838rt321.599682",1,2,"Indole-6-carboxaldehyde","1196-70-9","NA","NA","NO07720","(M+H)+","0.4122104","0.9998641","NA","NA","10","0.7180099","0.8237052","orbitrapDatabase0.0.1"
"M146T473",146.0600175,473.0974579,"mz146.060229850134rt456.768372",1,2,"Oxyquinoline","148-24-3","NA","C19434","M0926","(M+H)+","0.3246253","0.9999157","NA","NA","20","0.724476","0.8277659","metlinDatabase0.0.1"
"M147T468",147.0762642,467.7466736,"mz147.076273384816rt414.149496",1,2,"Glutamine; CE10; ZDXPYRJPNDTMRX-VKHMYHEASA-N","NA","NA","NA","MONA_19187","(M+H)+","0.421988","0.9998576","NA","NA","10","0.7249444","0.8280369","monaDatabase0.0.1"
"M147T621",147.0805145,620.6337891,"mz147.080627441406rt638.31768",1,2,"L-Glutamine","56-85-9","HMDB00641","C00064","shen_1086_HMDB00641","(M+H)+","10.46311","0.9161443","NA","NA","Unknown_1","0.5185846","0.6676695","hmdbDatabase0.0.1"
"M148T986",148.0394408,986.2130127,"mz148.039459228516rt1037.9265",1,2,"Isatin","91-56-5","NA","NA","MassBank_14247","(M+H)+","0.3230713","0.9999165","NA","NA","20","0.7213512","0.8258132","massbankDatabase0.0.1"
"M148T465",148.0732791,465.1945801,"mz148.075836181641rt488.747868",1,2,"3-Methyloxyindole","NA","NA","NA","MONA_14613","(M+H)+","0.3056841","0.9999252","NA","NA","HCD (NCE 20-30-40%)","0.6679957","0.7924693","monaDatabase0.0.1"
"M149T682",149.0598923,682.0002747,"mz149.05989074707rt665.69808",1,2,"trans-Cinnamic acid","140-10-3","HMDB00930","C00423","shen_1571_HMDB00930","(M+H)+","0.4031177","0.99987","NA","NA","Unknown_2","0.4538687","0.6586192","hmdbDatabase0.0.1"
"M150T320",150.0551302,320.3677826,"mz150.05517578125rt305.522424",1,2,"2-Amino-3-methoxybenzoic acid","3177-80-8","NA","NA","NO00352","(M+H-H2O)+","0.6894531","0.9996198","NA","NA","15","0.710115","0.8186793","orbitrapDatabase0.0.1"
"M151T534",151.0754308,533.9716797,"mz151.075542123592rt592.759182",1,2,"4-Piperidinecarboxamide","39546-32-2","NA","NA","MONA_18221","(M+Na)+","21.8022","0.6836776","NA","NA","10","0.6503076","0.6628213","monaDatabase0.0.1"
"M152T300",152.0570386,300.3132629,"mz152.058624267578rt286.168284",1,2,"Guanine","73-40-5","NA","C00242","MassBank_16306","(M+H)+","4.785669","0.9818447","NA","NA","35","0.6520142","0.7757006","massbankDatabase0.0.1"
"M152T384",152.0705043,384.1141663,"mz152.070648193359rt345.105672",1,2,"Paracetamol","103-90-2","NA","","MassBank_1527","(M+H)+","0.1204834","0.9999884","NA","NA","60 % (nominal)","0.5764279","0.7352631","massbankDatabase0.0.1"
"M152T230",152.0570317,230.0961761,"mz152.05729675293rt219.27375",1,2,"Guanine","73-40-5","NA","C00242","MassBank_16306","(M+H)+","1.466882","0.9982801","NA","NA","35","0.548889","0.7174107","massbankDatabase0.0.1"
"M153T300",153.040875,299.8998108,"mz153.04084777832rt249.178266",1,2,"Xanthine","69-89-6","HMDB00292","NA","S0078","(M+H)+","0.2944458","0.9999306","NA","NA","10","0.5180998","0.6987864","nistDatabase0.0.1"
